FRANCHISE_ID,ID,NAME,AREA,BUILDING,PHONE,CUISINE_DESCRIPTION,PHONE_AREA_CODE,FRANCHISE_LOCATION_COUNT,IS_FRANCHISE
CHIPOTLE MEXICAN GRILL #2570_1_50062747,50062747,CHIPOTLE MEXICAN GRILL #2570,RICHMOND HILL,2940,7182660380,Tex-Mex,718,1,False
CHIPOTLE MEXICAN GRILL #2834_1_50057389,50057389,CHIPOTLE MEXICAN GRILL #2834,ETOBICOKE,61-35,7185921476,Tex-Mex,718,1,False
CHIPOTLE MEXICAN GRILL #2838_1_50058218,50058218,CHIPOTLE MEXICAN GRILL #2838,NORTH YORK,260,7186655238,Tex-Mex,718,1,False
CHIPOTLE MEXICAN GRILL #2879_1_50062748,50062748,CHIPOTLE MEXICAN GRILL #2879,RICHMOND HILL,347,3032222524,Tex-Mex,303,1,False
CHIPOTLE MEXICAN GRILL #2918_1_50080233,50080233,CHIPOTLE MEXICAN GRILL #2918,SCARBOROUGH,2655,7182104606,Tex-Mex,718,1,False
CHIPOTLE MEXICAN GRILL #3020_1_50073745,50073745,CHIPOTLE MEXICAN GRILL #3020,ETOBICOKE,160-02,7186584609,Tex-Mex,718,1,False
CHIPOTLE MEXICAN GRILL #3044_1_50084126,50084126,CHIPOTLE MEXICAN GRILL #3044,ETOBICOKE,160-10,7187381309,Mexican,718,1,False
CHIPOTLE MEXICAN GRILL #3056_20_50109494,50109494,CHIPOTLE MEXICAN GRILL #3056,RICHMOND HILL,6502,6143187413,Mexican,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50124182,50124182,CHIPOTLE MEXICAN GRILL #3056,NORTH YORK,1030,3477584163,Mexican,347,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50133999,50133999,CHIPOTLE MEXICAN GRILL #3056,TORONTO,3410,3322372250,Tex-Mex,332,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50134493,50134493,CHIPOTLE MEXICAN GRILL #3056,RICHMOND HILL,250,6143187413,Tex-Mex,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50138974,50138974,CHIPOTLE MEXICAN GRILL #3056,NORTH YORK,1776,3478992876,Mexican,347,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50140376,50140376,CHIPOTLE MEXICAN GRILL #3056,NORTH YORK,557,6143187413,Mexican,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50142599,50142599,CHIPOTLE MEXICAN GRILL #3056,ETOBICOKE,59-01,6143187413,Tex-Mex,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50144221,50144221,CHIPOTLE MEXICAN GRILL #3056,NORTH YORK,31,6143187413,Tex-Mex,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50155102,50155102,CHIPOTLE MEXICAN GRILL #3056,RICHMOND HILL,192,7196510276,Tex-Mex,719,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50161339,50161339,CHIPOTLE MEXICAN GRILL #3056,ETOBICOKE,40-15,6143187413,Tex-Mex,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50161678,50161678,CHIPOTLE MEXICAN GRILL #3056,RICHMOND HILL,1746,6143187413,American,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50162900,50162900,CHIPOTLE MEXICAN GRILL #3056,ETOBICOKE,23-90,6143187413,Tex-Mex,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50166881,50166881,CHIPOTLE MEXICAN GRILL #3056,RICHMOND HILL,1510,6143187413,Other,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50167124,50167124,CHIPOTLE MEXICAN GRILL #3056,ETOBICOKE,176-61,6143187413,American,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50167125,50167125,CHIPOTLE MEXICAN GRILL #3056,SCARBOROUGH,185,6143187413,,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50167126,50167126,CHIPOTLE MEXICAN GRILL #3056,ETOBICOKE,133-35,6143187413,,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50174354,50174354,CHIPOTLE MEXICAN GRILL #3056,RICHMOND HILL,219,9297171610,,929,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50177414,50177414,CHIPOTLE MEXICAN GRILL #3056,TORONTO,600,6143187413,,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50177415,50177415,CHIPOTLE MEXICAN GRILL #3056,RICHMOND HILL,1730,6143187413,,614,20,True
CHIPOTLE MEXICAN GRILL #3056_20_50179331,50179331,CHIPOTLE MEXICAN GRILL #3056,RICHMOND HILL,1628,6143187413,,614,20,True
CHIPOTLE MEXICAN GRILL #3309_1_50086679,50086679,CHIPOTLE MEXICAN GRILL #3309,RICHMOND HILL,474,7188520617,Tex-Mex,718,1,False
CHIPOTLE MEXICAN GRILL #3312_1_50095022,50095022,CHIPOTLE MEXICAN GRILL #3312,ETOBICOKE,31-73,6143187413,Mexican,614,1,False
CHIPOTLE MEXICAN GRILL #3426_1_50098797,50098797,CHIPOTLE MEXICAN GRILL #3426,NORTH YORK,35,6143182482,Tex-Mex,614,1,False
CHIPOTLE MEXICAN GRILL #3477_1_50109670,50109670,CHIPOTLE MEXICAN GRILL #3477,TORONTO,4240,2127402829,Mexican,212,1,False
CHIPOTLE MEXICAN GRILL #3478_1_50104801,50104801,CHIPOTLE MEXICAN GRILL #3478,ETOBICOKE,88-01,3474884881,Tex-Mex,347,1,False
CHIPOTLE MEXICAN GRILL #3483_1_50109671,50109671,CHIPOTLE MEXICAN GRILL #3483,ETOBICOKE,147-40,6143187413,Tex-Mex,614,1,False
CHIPOTLE MEXICAN GRILL #3544_1_50105043,50105043,CHIPOTLE MEXICAN GRILL #3544,TORONTO,885,6463705735,Tex-Mex,646,1,False
CHIPOTLE MEXICAN GRILL #3584_1_50112466,50112466,CHIPOTLE MEXICAN GRILL #3584,NORTH YORK,22,6143187413,Mexican,614,1,False
CHIPOTLE MEXICAN GRILL #3591_1_50105044,50105044,CHIPOTLE MEXICAN GRILL #3591,ETOBICOKE,22-06,6143187413,Tex-Mex,614,1,False
CHIPOTLE MEXICAN GRILL #3622_1_50106597,50106597,CHIPOTLE MEXICAN GRILL #3622,ETOBICOKE,37-47,6143187413,Tex-Mex,614,1,False
CHIPOTLE MEXICAN GRILL #3641UY;_1_50112468,50112468,CHIPOTLE MEXICAN GRILL #3641UY;,TORONTO,350,6143187413,Mexican,614,1,False
CHIPOTLE MEXICAN GRILL #3706_1_50106598,50106598,CHIPOTLE MEXICAN GRILL #3706,NORTH YORK,2190,7188243735,Tex-Mex,718,1,False
CHIPOTLE MEXICAN GRILL #3741_1_50107468,50107468,CHIPOTLE MEXICAN GRILL #3741,RICHMOND HILL,4101,7182084207,Tex-Mex,718,1,False
CHIPOTLE MEXICAN GRILL #3742_1_50114791,50114791,CHIPOTLE MEXICAN GRILL #3742,ETOBICOKE,136-61,6143187413,Other,614,1,False
CHIPOTLE MEXICAN GRILL #3957_1_50114909,50114909,CHIPOTLE MEXICAN GRILL #3957,NORTH YORK,2902,3478834845,Mexican,347,1,False
CHIPOTLE MEXICAN GRILL #4066_1_50114939,50114939,CHIPOTLE MEXICAN GRILL #4066,NORTH YORK,190,6143187413,Tex-Mex,614,1,False
CHIPOTLE MEXICAN GRILL #4526_1_50138978,50138978,CHIPOTLE MEXICAN GRILL #4526,TORONTO,2575,6143496525,Mexican,614,1,False
CHIPOTLE MEXICAN GRILL #4602_1_50155105,50155105,CHIPOTLE MEXICAN GRILL #4602,NORTH YORK,3431,6143187413,Other,614,1,False
CHIPOTLE MEXICAN GRILL#2964_1_50073606,50073606,CHIPOTLE MEXICAN GRILL#2964,TORONTO,601,6466918785,Mexican,646,1,False
CHIPOTLE MEXICAN GRILL_72_40976804,40976804,CHIPOTLE MEXICAN GRILL,TORONTO,150,6469196322,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_41004963,41004963,CHIPOTLE MEXICAN GRILL,TORONTO,304,2122684197,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41009687,41009687,CHIPOTLE MEXICAN GRILL,TORONTO,150,2127559754,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41048427,41048427,CHIPOTLE MEXICAN GRILL,TORONTO,2,2123440941,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41048429,41048429,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,185,7182439101,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_41084776,41084776,CHIPOTLE MEXICAN GRILL,TORONTO,680,2122063781,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41086895,41086895,CHIPOTLE MEXICAN GRILL,TORONTO,9,2123546760,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41098952,41098952,CHIPOTLE MEXICAN GRILL,TORONTO,200,6463366264,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_41098956,41098956,CHIPOTLE MEXICAN GRILL,TORONTO,55,2129823081,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41137141,41137141,CHIPOTLE MEXICAN GRILL,TORONTO,283,2126456270,Sandwiches/Salads/Mixed Buffet,212,72,True
CHIPOTLE MEXICAN GRILL_72_41155290,41155290,CHIPOTLE MEXICAN GRILL,TORONTO,620,2122473275,Mexican,212,72,True
CHIPOTLE MEXICAN GRILL_72_41201799,41201799,CHIPOTLE MEXICAN GRILL,TORONTO,1221,2125758424,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41218096,41218096,CHIPOTLE MEXICAN GRILL,TORONTO,864,2122537860,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41259632,41259632,CHIPOTLE MEXICAN GRILL,TORONTO,100,2127422690,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41271036,41271036,CHIPOTLE MEXICAN GRILL,TORONTO,2843,2122221712,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41297316,41297316,CHIPOTLE MEXICAN GRILL,TORONTO,854,2127574312,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41300926,41300926,CHIPOTLE MEXICAN GRILL,TORONTO,464,2126890305,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41325319,41325319,CHIPOTLE MEXICAN GRILL,TORONTO,269,3475433479,Tex-Mex,347,72,True
CHIPOTLE MEXICAN GRILL_72_41350747,41350747,CHIPOTLE MEXICAN GRILL,TORONTO,320,2127543098,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41350752,41350752,CHIPOTLE MEXICAN GRILL,TORONTO,25,2123912081,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41376994,41376994,CHIPOTLE MEXICAN GRILL,TORONTO,125,2126736904,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41376997,41376997,CHIPOTLE MEXICAN GRILL,TORONTO,274,2126891245,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41453954,41453954,CHIPOTLE MEXICAN GRILL,TORONTO,149,2126204015,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41453957,41453957,CHIPOTLE MEXICAN GRILL,TORONTO,117,2122600641,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41453983,41453983,CHIPOTLE MEXICAN GRILL,TORONTO,501,2128400486,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41486672,41486672,CHIPOTLE MEXICAN GRILL,TORONTO,101,2129641049,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41537945,41537945,CHIPOTLE MEXICAN GRILL,TORONTO,1153,9174759280,Tex-Mex,917,72,True
CHIPOTLE MEXICAN GRILL_72_41549759,41549759,CHIPOTLE MEXICAN GRILL,TORONTO,235,6466266520,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_41549763,41549763,CHIPOTLE MEXICAN GRILL,TORONTO,1379,6469982329,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_41569330,41569330,CHIPOTLE MEXICAN GRILL,TORONTO,1497,6469988241,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_41627315,41627315,CHIPOTLE MEXICAN GRILL,TORONTO,281,2123853506,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_41627318,41627318,CHIPOTLE MEXICAN GRILL,TORONTO,625,6469989464,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_41629335,41629335,CHIPOTLE MEXICAN GRILL,TORONTO,405,9172436043,Tex-Mex,917,72,True
CHIPOTLE MEXICAN GRILL_72_41640950,41640950,CHIPOTLE MEXICAN GRILL,TORONTO,71,6469375202,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_41678997,41678997,CHIPOTLE MEXICAN GRILL,TORONTO,275,6464123981,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_41691378,41691378,CHIPOTLE MEXICAN GRILL,TORONTO,604,9172897052,Tex-Mex,917,72,True
CHIPOTLE MEXICAN GRILL_72_41702602,41702602,CHIPOTLE MEXICAN GRILL,ETOBICOKE,90-15,3473963452,Tex-Mex,347,72,True
CHIPOTLE MEXICAN GRILL_72_41702607,41702607,CHIPOTLE MEXICAN GRILL,ETOBICOKE,70-30,7187094385,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_41702711,41702711,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,140,7187973294,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_41722492,41722492,CHIPOTLE MEXICAN GRILL,TORONTO,4009,6464125429,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_50000587,50000587,CHIPOTLE MEXICAN GRILL,TORONTO,2298,6464126237,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_50000918,50000918,CHIPOTLE MEXICAN GRILL,TORONTO,1288,6462139431,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_50004028,50004028,CHIPOTLE MEXICAN GRILL,TORONTO,28,2123020650,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_50004033,50004033,CHIPOTLE MEXICAN GRILL,TORONTO,234,2125320372,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_50004149,50004149,CHIPOTLE MEXICAN GRILL,TORONTO,504,6462139609,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_50005351,50005351,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,1,9172464061,Tex-Mex,917,72,True
CHIPOTLE MEXICAN GRILL_72_50013026,50013026,CHIPOTLE MEXICAN GRILL,TORONTO,1020,6463603229,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_50014322,50014322,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,463,7188330534,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50032973,50032973,CHIPOTLE MEXICAN GRILL,TORONTO,1,6468823252,Tex-Mex,646,72,True
CHIPOTLE MEXICAN GRILL_72_50032975,50032975,CHIPOTLE MEXICAN GRILL,NORTH YORK,4760,7182201276,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50035042,50035042,CHIPOTLE MEXICAN GRILL,TORONTO,906,3035954000,Tex-Mex,303,72,True
CHIPOTLE MEXICAN GRILL_72_50035092,50035092,CHIPOTLE MEXICAN GRILL,NORTH YORK,193,7186016022,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50035264,50035264,CHIPOTLE MEXICAN GRILL,ETOBICOKE,254-65,7182244220,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50035265,50035265,CHIPOTLE MEXICAN GRILL,TORONTO,325,3322587726,Tex-Mex,332,72,True
CHIPOTLE MEXICAN GRILL_72_50041424,50041424,CHIPOTLE MEXICAN GRILL,NORTH YORK,815,7188221696,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50042007,50042007,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,394,7188553517,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50042385,50042385,CHIPOTLE MEXICAN GRILL,TORONTO,286,2122281915,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_50042386,50042386,CHIPOTLE MEXICAN GRILL,ETOBICOKE,87-10,7184248031,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50043183,50043183,CHIPOTLE MEXICAN GRILL,TORONTO,805,2122227389,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_50047657,50047657,CHIPOTLE MEXICAN GRILL,TORONTO,404,2122262172,Tex-Mex,212,72,True
CHIPOTLE MEXICAN GRILL_72_50054829,50054829,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,130,7183841785,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50055125,50055125,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,2166,7184342315,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50079902,50079902,CHIPOTLE MEXICAN GRILL,TORONTO,72,3032222524,Tex-Mex,303,72,True
CHIPOTLE MEXICAN GRILL_72_50086001,50086001,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,774,7183872409,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50104803,50104803,CHIPOTLE MEXICAN GRILL,ETOBICOKE,40-37,3475071261,Tex-Mex,347,72,True
CHIPOTLE MEXICAN GRILL_72_50104804,50104804,CHIPOTLE MEXICAN GRILL,TORONTO,3781,6143187413,Tex-Mex,614,72,True
CHIPOTLE MEXICAN GRILL_72_50128647,50128647,CHIPOTLE MEXICAN GRILL,TORONTO,165,3322598948,Mexican,332,72,True
CHIPOTLE MEXICAN GRILL_72_50128656,50128656,CHIPOTLE MEXICAN GRILL,NORTH YORK,350,6143187413,Tex-Mex,614,72,True
CHIPOTLE MEXICAN GRILL_72_50128802,50128802,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,1190,7189424838,Tex-Mex,718,72,True
CHIPOTLE MEXICAN GRILL_72_50135260,50135260,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,1004,6143187413,Tex-Mex,614,72,True
CHIPOTLE MEXICAN GRILL_72_50166865,50166865,CHIPOTLE MEXICAN GRILL,TORONTO,321,3473567100,Mexican,347,72,True
CHIPOTLE MEXICAN GRILL_72_50173397,50173397,CHIPOTLE MEXICAN GRILL,RICHMOND HILL,431,3477865217,Mexican,347,72,True
CHIPOTLEMEXICAN GRILL #2659_1_50085397,50085397,CHIPOTLEMEXICAN GRILL #2659,NORTH YORK,2122,3478998442,Tex-Mex,347,1,False
CHIPOTLE_2_50109493,50109493,CHIPOTLE,RICHMOND HILL,2076,6143187413,Tex-Mex,614,2,True
CHIPOTLE_2_50128645,50128645,CHIPOTLE,RICHMOND HILL,1940,6143187478,Mexican,614,2,True
CHIRPING CHICKEN_4_40847914,40847914,CHIRPING CHICKEN,NORTH YORK,3048,7188238700,Chicken,718,4,True
CHIRPING CHICKEN_4_41223822,41223822,CHIRPING CHICKEN,TORONTO,355,2127876631,Chicken,212,4,True
CHIRPING CHICKEN_4_50046726,50046726,CHIRPING CHICKEN,TORONTO,,6464765397,American,646,4,True
CHIRPING CHICKEN_4_50049346,50049346,CHIRPING CHICKEN,TORONTO,1560,2125179888,Chicken,212,4,True
CHIRP_2_50081779,50081779,CHIRP,TORONTO,369,6458581788,Peruvian,645,2,True
CHIRP_2_50128873,50128873,CHIRP,TORONTO,847,5155200657,Peruvian,515,2,True
CHITO GVRITO_1_50104650,50104650,CHITO GVRITO,TORONTO,173,6464171197,Eastern European,646,1,False
CHIU HONG BAKERY_1_40535467,40535467,CHIU HONG BAKERY,TORONTO,161,2129667664,Bakery Products/Desserts,212,1,False
CHIU'S GARDEN_1_50103829,50103829,CHIU'S GARDEN,ETOBICOKE,138-44,7182973330,Other,718,1,False
CHIVITO DE ORO_1_50127735,50127735,CHIVITO DE ORO,ETOBICOKE,84-02,9297332119,Latin American,929,1,False
CHLOE'S_1_50085672,50085672,CHLOE'S,RICHMOND HILL,9413,3477709051,Caribbean,347,1,False
CHLOE_1_50150316,50150316,CHLOE,TORONTO,185,3102669996,Vegan,310,1,False
CHO DANG GOL_1_50114301,50114301,CHO DANG GOL,TORONTO,55,9175004714,Korean,917,1,False
CHO-KO RESTAURANT_1_50005527,50005527,CHO-KO RESTAURANT,TORONTO,59,2123880885,Japanese,212,1,False
CHO-SEN GARDEN_1_50104791,50104791,CHO-SEN GARDEN,ETOBICOKE,64-43,7182751300,Jewish/Kosher,718,1,False
CHOBAN PITA & GRILL_1_50127702,50127702,CHOBAN PITA & GRILL,RICHMOND HILL,6918,7186809090,Turkish,718,1,False
CHOBANI CAFE_1_41676787,41676787,CHOBANI CAFE,TORONTO,150,6073371246,American,607,1,False
CHOCK FULL O' NUTS_1_50040781,50040781,CHOCK FULL O' NUTS,RICHMOND HILL,1508,7189517166,Coffee/Tea,718,1,False
CHOCK FULL O' NUT_1_50101959,50101959,CHOCK FULL O' NUT,RICHMOND HILL,1701,6464962867,Coffee/Tea,646,1,False
CHOCLATE ON TAP_1_50161738,50161738,CHOCLATE ON TAP,TORONTO,20,5187323754,,518,1,False
CHOCNYC BAKERY_1_50045754,50045754,CHOCNYC BAKERY,TORONTO,4996,9178044848,Bakery Products/Desserts,917,1,False
CHOCO MANIA_1_50156074,50156074,CHOCO MANIA,RICHMOND HILL,529,9293284168,Pancakes/Waffles,929,1,False
CHOCO WONKA_1_50170248,50170248,CHOCO WONKA,ETOBICOKE,12-27A,7188083293,,718,1,False
CHOCOLATE CONNECTS CI INC_1_50175668,50175668,CHOCOLATE CONNECTS CI INC,RICHMOND HILL,994,3474477033,,347,1,False
CHOCOLATE CONNECTS_1_50144095,50144095,CHOCOLATE CONNECTS,RICHMOND HILL,611,9176890709,Other,917,1,False
CHOCOLATE DIP_2_50103384,50103384,CHOCOLATE DIP,TORONTO,101,4159904154,Bakery Products/Desserts,415,2,True
CHOCOLATE DIP_2_50116555,50116555,CHOCOLATE DIP,TORONTO,177,4159904154,Frozen Desserts,415,2,True
CHOCOLATE HOUSE_3_50144643,50144643,CHOCOLATE HOUSE,NORTH YORK,92,3477021996,Frozen Desserts,347,3,True
CHOCOLATE HOUSE_3_50145928,50145928,CHOCOLATE HOUSE,ETOBICOKE,25-88,3477021996,Frozen Desserts,347,3,True
CHOCOLATE HOUSE_3_50167852,50167852,CHOCOLATE HOUSE,NORTH YORK,3417,7188854380,Pancakes/Waffles,718,3,True
CHOCOLATE ON TAP_1_50162787,50162787,CHOCOLATE ON TAP,TORONTO,1,5167323754,,516,1,False
CHOCOLATE PARK INC._1_50176257,50176257,CHOCOLATE PARK INC.,NORTH YORK,1551,9178609690,,917,1,False
CHOCOLATTE ESPRESSO BAR_1_50046581,50046581,CHOCOLATTE ESPRESSO BAR,RICHMOND HILL,792,7187733770,Coffee/Tea,718,1,False
CHOCOLAT_1_41479962,41479962,CHOCOLAT,TORONTO,2217,2122224545,American,212,1,False
CHOCOLAVA CORP._1_50172489,50172489,CHOCOLAVA CORP.,RICHMOND HILL,8404,9174003544,,917,1,False
CHOI YUAN_1_50100711,50100711,CHOI YUAN,NORTH YORK,4,7185625568,Chinese,718,1,False
"CHOICE EATING TREE, CORP._1_50152666",50152666,"CHOICE EATING TREE, CORP.",NORTH YORK,892,3475332076,Other,347,1,False
CHOICE MARKET BAR AND RESTAURANT_1_50132388,50132388,CHOICE MARKET BAR AND RESTAURANT,RICHMOND HILL,318,9298883668,American,929,1,False
CHOJI_1_50175886,50175886,CHOJI,TORONTO,46,9172502102,,917,1,False
CHOKOLAT PATISSERIE_1_41212798,41212798,CHOKOLAT PATISSERIE,TORONTO,3111,2126626096,French,212,1,False
CHOLADOS Y MANGOS_1_50167675,50167675,CHOLADOS Y MANGOS,ETOBICOKE,88-15,3477018713,,347,1,False
CHOLA_1_50083924,50083924,CHOLA,TORONTO,232,2126884619,Indian,212,1,False
CHOLITA_1_50135439,50135439,CHOLITA,ETOBICOKE,866,9173241248,Coffee/Tea,917,1,False
CHOLULA DELI AND GRILL_1_50133631,50133631,CHOLULA DELI AND GRILL,RICHMOND HILL,222,7184170941,Spanish,718,1,False
CHOLULITA TAQUERIA_1_50175807,50175807,CHOLULITA TAQUERIA,ETOBICOKE,30-90,3477729288,Mexican,347,1,False
CHOMP CHOMP_1_50105790,50105790,CHOMP CHOMP,TORONTO,78,6467999642,Thai,646,1,False
CHOMPS ELYSEES_1_50141174,50141174,CHOMPS ELYSEES,TORONTO,88,9178810287,American,917,1,False
CHONG QING NOODLE 19 INC._1_50164844,50164844,CHONG QING NOODLE 19 INC.,ETOBICOKE,136-20,7183218180,,718,1,False
CHONG QING NOODLE_1_50145728,50145728,CHONG QING NOODLE,ETOBICOKE,136-20,7188881113,Chinese,718,1,False
CHONGQING HOT POT_1_50087355,50087355,CHONGQING HOT POT,ETOBICOKE,37-04,9175637171,Chinese,917,1,False
CHONGQING WHARF_1_50119088,50119088,CHONGQING WHARF,RICHMOND HILL,6324,3472102242,Chinese,347,1,False
CHONGQING ZAIER (BO BO CHICKEN)_1_50123241,50123241,CHONGQING ZAIER (BO BO CHICKEN),ETOBICOKE,136-20,3479232008,Chinese,347,1,False
CHOO FOR GOOD_1_50171980,50171980,CHOO FOR GOOD,RICHMOND HILL,5823,3472784658,Chinese,347,1,False
CHOP & GO_8_50105273,50105273,CHOP & GO,TORONTO,643,2123002870,Salads,212,8,True
CHOP & GO_8_50106285,50106285,CHOP & GO,TORONTO,85,9176756522,Salads,917,8,True
CHOP & GO_8_50120356,50120356,CHOP & GO,TORONTO,1700,2123002870,Salads,212,8,True
CHOP & GO_8_50140750,50140750,CHOP & GO,TORONTO,140,2123002870,Soups/Salads/Sandwiches,212,8,True
CHOP & GO_8_50164641,50164641,CHOP & GO,TORONTO,385,2123002870,Salads,212,8,True
CHOP & GO_8_50170580,50170580,CHOP & GO,TORONTO,141,2123002870,Other,212,8,True
CHOP & GO_8_50174543,50174543,CHOP & GO,TORONTO,501,2123002870,,212,8,True
CHOP & GO_8_50174544,50174544,CHOP & GO,TORONTO,750,2123002870,,212,8,True
CHOP CHOP KITCHEN_1_50087363,50087363,CHOP CHOP KITCHEN,ETOBICOKE,115-20,7183235099,Chinese,718,1,False
CHOP CHOP_1_41476400,41476400,CHOP CHOP,TORONTO,501,2122467246,Jewish/Kosher,212,1,False
CHOP GUITAR_1_50134992,50134992,CHOP GUITAR,ETOBICOKE,142-38,7189088777,Chinese,718,1,False
CHOP N BLEND_1_50130737,50130737,CHOP N BLEND,RICHMOND HILL,668,7183095583,Soups/Salads/Sandwiches,718,1,False
CHOP'T_20_40815605,40815605,CHOP'T,TORONTO,24,6463365523,Salads,646,20,True
CHOP'T_20_41081510,41081510,CHOP'T,TORONTO,60,2127502467,Salads,212,20,True
CHOP'T_20_41315226,41315226,CHOP'T,TORONTO,145,2129748140,Salads,212,20,True
CHOP'T_20_41670288,41670288,CHOP'T,TORONTO,120,6467831600,Salads,646,20,True
CHOP'T_20_41696287,41696287,CHOP'T,TORONTO,100,6464390262,American,646,20,True
CHOP'T_20_41714685,41714685,CHOP'T,TORONTO,666,6468639052,Salads,646,20,True
CHOP'T_20_41722053,41722053,CHOP'T,TORONTO,11,6468671412,Salads,646,20,True
CHOP'T_20_50004334,50004334,CHOP'T,TORONTO,1376,2122030032,Salads,212,20,True
CHOP'T_20_50008140,50008140,CHOP'T,TORONTO,225,6467620060,Salads,646,20,True
CHOP'T_20_50036468,50036468,CHOP'T,TORONTO,1,6467419834,Salads,646,20,True
